title,year,rating,dubious,imdbid,id,década,title
A Night At The Opera,1935,1,0.0,26778,3881,1930s,A Night At The Opera
"Bride of Frankenstein, The",1935,3,0.0,26138,3891,1930s,The Bride of Frankenstein
"Lady in Scarlet, The",1935,2,0.0,26599,5750,1930s,The Lady in Scarlet
"Riverside Murder, The",1935,2,1.0,26939,5913,1930s,The Riverside Murder
Mad Love,1935,2,0.0,26663,7998,1930s,Mad Love
Swing Time,1936,1,0.0,28333,596,1930s,Swing Time
Modern Times,1936,0,0.0,27977,1323,1930s,Modern Times
"Charge of the Light Brigade, The",1936,1,0.0,27438,1237,1930s,The Charge of the Light Brigade
San Francisco,1936,1,0.0,28216,1359,1930s,San Francisco
Wife vs. Secretary,1936,2,0.0,28505,1360,1930s,Wife vs. Secretary
"Petrified Forest, The",1936,3,0.0,28096,1369,1930s,The Petrified Forest
Mr. Deeds Goes to Town,1936,3,0.0,27996,1992,1930s,Mr. Deeds Goes to Town
Born to Dance,1936,3,0.0,27387,2363,1930s,Born to Dance
Revolt of the Zombies,1936,0,0.0,28174,2554,1930s,Revolt of the Zombies
Earthworm Tractors,1936,1,0.0,27562,2699,1930s,Earthworm Tractors
Osaka Elegy,1936,3,0.0,28021,2853,1930s,Osaka Elegy
Theodora Goes Wild,1936,3,0.0,28355,3280,1930s,Theodora Goes Wild
"Great Ziegfeld, The",1936,3,0.0,27698,3401,1930s,The Great Ziegfeld
"Mandarin Mystery, The",1936,3,1.0,29207,3548,1930s,The Mandarin Mystery
"Only Son, The",1936,3,0.0,27752,3560,1930s,The Only Son
Camille,1936,3,0.0,28683,3598,1930s,Camille
Pennies from Heaven,1936,3,0.0,28092,4010,1930s,Pennies from Heaven
Romeo and Juliet,1936,3,1.0,28203,4069,1930s,Romeo and Juliet
Bullets or Ballots,1936,3,0.0,27407,4143,1930s,Bullets or Ballots
My Man Godfrey,1936,2,0.0,28010,5852,1930s,My Man Godfrey
Sabotage,1936,3,0.0,28212,5926,1930s,Sabotage
Fury,1936,2,0.0,27652,6096,1930s,Fury
Murder at Glen Athol,1936,3,0.0,28000,6174,1930s,Murder at Glen Athol
Il caso Valdemar,1936,0,0.0,3427056,6210,1930s,Il caso Valdemar
These Three,1936,2,1.0,28356,7227,1930s,These Three
Secret Agent,1936,3,0.0,28231,7308,1930s,Secret Agent
Dracula&#39;s Daughter,1936,3,0.0,27545,7992,1930s,Dracula&#39;s Daughter
Shall We Dance,1937,1,0.0,29546,597,1930s,Shall We Dance
Stage Door,1937,3,1.0,29604,631,1930s,Stage Door
Stella Dallas,1937,3,0.0,29608,795,1930s,Stella Dallas
Conquest,1937,2,0.0,28739,1332,1930s,Conquest
Topper,1937,2,0.0,29682,1335,1930s,Topper
Lost Horizon,1937,2,0.0,29162,1336,1930s,Lost Horizon
"Prisoner of Zenda, The",1937,1,0.0,29442,1240,1930s,The Prisoner of Zenda
Knight Without Armor,1937,2,0.0,29087,1244,1930s,Knight Without Armor
Parnell,1937,2,0.0,29377,1358,1930s,Parnell
Snow White and the Seven Dwarfs,1937,3,1.0,29583,1976,1930s,Snow White and the Seven Dwarfs
A Day at the Races,1937,2,0.0,28772,2382,1930s,A Day at the Races
Nothing Sacred,1937,0,0.0,29322,3968,1930s,Nothing Sacred
Make Way for Tomorrow,1937,3,0.0,29192,4255,1930s,Make Way for Tomorrow
Murder at the Baskervilles (Silver Blaze),1937,1,0.0,29565,5617,1930s,Murder at the Baskervilles (Silver Blaze)
Pepe le Moko,1937,2,1.0,29453,5740,1930s,Pepe le Moko
"Awful Truth, The",1937,3,0.0,28597,6554,1930s,The Awful Truth
"Girl Was Young, The",1937,3,0.0,29811,7317,1930s,The Girl Was Young
Marked Woman,1937,3,0.0,29217,7877,1930s,Marked Woman
"Bizarre, Bizarre",1937,3,0.0,27552,8473,1930s,"Bizarre, Bizarre"
"Life of Emile Zola, The",1937,1,0.0,29146,8478,1930s,The Life of Emile Zola
Carefree,1938,2,0.0,29971,594,1930s,Carefree
"Lady Vanishes, The",1938,3,0.0,30341,620,1930s,The Lady Vanishes
Holiday,1938,3,0.0,30241,994,1930s,Holiday
"Dawn Patrol, The",1938,0,0.0,30044,1238,1930s,The Dawn Patrol
Jezebel,1938,2,0.0,30287,1367,1930s,Jezebel
"Sisters, The",1938,2,0.0,30755,1378,1930s,The Sisters
Boys Town,1938,0,0.0,29942,2467,1930s,Boys Town
"Mr. Wong, Detective",1938,1,0.0,30473,2590,1930s,"Mr. Wong, Detective"
"Adventures of Robin Hood, The",1938,2,0.0,29843,3103,1930s,The Adventures of Robin Hood
Bluebeard&#39;s Eighth Wife,1938,2,0.0,29929,3283,1930s,Bluebeard&#39;s Eighth Wife
Bringing Up Baby,1938,3,0.0,29947,3400,1930s,Bringing Up Baby
Four Daughters,1938,3,0.0,30149,3951,1930s,Four Daughters
"Mad Miss Manton, The",1938,3,0.0,30396,4495,1930s,The Mad Miss Manton
"Baker&#39;s Wife, The",1938,1,0.0,30127,6042,1930s,The Baker&#39;s Wife
Angels with Dirty Faces,1938,1,1.0,29870,7290,1930s,Angels with Dirty Faces
"Wizard of Oz, The",1939,3,,32138,174,1930s,The Wizard of Oz
Gone with the Wind,1939,3,,31381,291,1930s,Gone with the Wind
Dodge City,1939,2,,31235,383,1930s,Dodge City
"Women, The",1939,3,0.0,32143,588,1930s,The Women
Stagecoach,1939,3,0.0,31971,593,1930s,Stagecoach
Wuthering Heights,1939,2,0.0,32145,1239,1930s,Wuthering Heights
"Goodbye, Mr. Chips",1939,2,0.0,31385,1245,1930s,"Goodbye, Mr. Chips"
Ninotchka,1939,3,0.0,31725,1259,1930s,Ninotchka
Juarez,1939,2,0.0,31516,1368,1930s,Juarez
Dark Victory,1939,3,0.0,31210,1370,1930s,Dark Victory
Essex and Elizabeth,1939,2,0.0,31826,1371,1930s,Essex and Elizabeth
Young Mr. Lincoln,1939,2,0.0,32155,1382,1930s,Young Mr. Lincoln
Jesse James,1939,2,0.0,31507,1383,1930s,Jesse James
Drums Along the Mohawk,1939,2,0.0,31252,1384,1930s,Drums Along the Mohawk
"Story of Alexander Graham Bell, The",1939,2,0.0,31981,1385,1930s,The Story of Alexander Graham Bell
"Flying Deuces, The",1939,0,0.0,31322,1973,1930s,The Flying Deuces
"Hunchback of Notre Dame, The",1939,0,0.0,31455,2086,1930s,The Hunchback of Notre Dame
At the Circus,1939,2,0.0,31060,2372,1930s,At the Circus
"Gorilla, The",1939,3,0.0,31387,2555,1930s,The Gorilla
Mr. Wong in Chinatown,1939,1,0.0,31680,2622,1930s,Mr. Wong in Chinatown
Of Mice and Men,1939,1,0.0,31742,2851,1930s,Of Mice and Men
"Rules of the Game, The",1939,3,0.0,31885,3089,1930s,The Rules of the Game
Babes in Arms,1939,3,0.0,31066,3723,1930s,Babes in Arms
Destry Rides Again,1939,3,0.0,31225,5634,1930s,Destry Rides Again
Nancy Drew... Reporter,1939,3,0.0,31709,5763,1930s,Nancy Drew... Reporter
"Adventures of Sherlock Holmes, The",1939,3,0.0,31022,5863,1930s,The Adventures of Sherlock Holmes
Mr. Smith Goes to Washington,1939,2,0.0,31679,5946,1930s,Mr. Smith Goes to Washington
Jamaica Inn,1939,3,0.0,31505,7322,1930s,Jamaica Inn
Le jour se l&egrave;ve,1939,2,0.0,31514,8098,1930s,Le jour se l&egrave;ve
Gulliver&#39;s Travels,1939,0,0.0,31397,8511,1930s,Gulliver&#39;s Travels
Love Affair,1939,3,0.0,31593,9038,1930s,Love Affair
Pinocchio,1940,1,0.0,32910,478,1940s,Pinocchio
Rebecca,1940,3,0.0,32976,618,1940s,Rebecca
"Thief of Bagdad, The",1940,0,0.0,33152,1265,1940s,The Thief of Bagdad
"Mortal Storm, The",1940,3,0.0,32811,1501,1940s,The Mortal Storm
Comrade X,1940,2,0.0,32349,1355,1940s,Comrade X
Boom Town,1940,1,0.0,32273,1356,1940s,Boom Town
Strange Cargo,1940,0,0.0,33105,1357,1940s,Strange Cargo
"Return of Frank James, The",1940,0,0.0,32983,1366,1940s,The Return of Frank James
"All This, and Heaven Too",1940,2,0.0,32194,1373,1940s,"All This, and Heaven Too"
"Letter, The",1940,2,0.0,32701,1380,1940s,The Letter
"Grapes of Wrath, The",1940,3,0.0,32551,1387,1940s,The Grapes of Wrath
A Chump at Oxford,1940,0,0.0,32339,1975,1940s,A Chump at Oxford
"Ape, The",1940,3,0.0,32215,2556,1940s,The Ape
Santa Fe Trail,1940,1,0.0,33021,2678,1940s,Santa Fe Trail
His Girl Friday,1940,3,1.0,32599,3033,1940s,His Girl Friday
"Sea Hawk, The",1940,3,0.0,33028,3050,1940s,The Sea Hawk
"Great Dictator, The",1940,3,0.0,32553,3470,1940s,The Great Dictator
Pride and Prejudice,1940,3,0.0,32943,4257,1940s,Pride and Prejudice
Primrose Path,1940,3,0.0,32946,4354,1940s,Primrose Path
Chamber of Horrors / Door with the Seven Locks,1940,2,0.0,32406,4363,1940s,Chamber of Horrors / Door with the Seven Locks
"Dance, Girl, Dance",1940,3,0.0,32376,4415,1940s,"Dance, Girl, Dance"
"Philadelphia Story, The",1940,3,1.0,32904,4943,1940s,The Philadelphia Story
Fantasia,1940,0,0.0,32455,5039,1940s,Fantasia
Anne Of Windy Poplars,1940,3,0.0,32211,5320,1940s,Anne Of Windy Poplars
Gaslight,1940,3,0.0,31359,5773,1940s,Gaslight
"Last Alarm, The",1940,3,1.0,32690,5802,1940s,The Last Alarm
Foreign Correspondent,1940,1,0.0,32484,7311,1940s,Foreign Correspondent
"Shop Around the Corner, The",1940,3,1.0,33045,7861,1940s,The Shop Around the Corner
Knute Rockne All American,1940,1,0.0,32676,8480,1940s,Knute Rockne All American
Two-Faced Woman,1941,2,0.0,34328,1331,1940s,Two-Faced Woman
"Shanghai Gesture, The",1941,3,0.0,34175,1512,1940s,The Shanghai Gesture
"Maltese Falcon, The",1941,1,0.0,33870,1230,1940s,The Maltese Falcon
Citizen Kane,1941,1,0.0,33467,1266,1940s,Citizen Kane
Dumbo,1941,2,0.0,33563,1117,1940s,Dumbo
"Little Foxes, The",1941,2,0.0,33836,1372,1940s,The Little Foxes
"Lady Eve, The",1941,2,0.0,33804,1386,1940s,The Lady Eve
"Devil and Miss Jones, The",1941,3,0.0,33533,1682,1940s,The Devil and Miss Jones
Mr. Bug Goes to Town,1941,1,0.0,33727,1941,1940s,Mr. Bug Goes to Town
High Sierra,1941,1,0.0,33717,2410,1940s,High Sierra
"Wolf Man, The",1941,2,0.0,34398,2436,1940s,The Wolf Man
Cheers for Miss Bishop,1941,3,0.0,33459,2446,1940s,Cheers for Miss Bishop
Men of Boys Town,1941,1,0.0,33902,2468,1940s,Men of Boys Town
49th Parallel,1941,0,0.0,33627,2867,1940s,49th Parallel
Buck Privates,1941,3,0.0,33436,2906,1940s,Buck Privates
Hold That Ghost,1941,3,0.0,33723,2910,1940s,Hold That Ghost
Meet John Doe,1941,3,0.0,33891,3717,1940s,Meet John Doe
Sullivan&#39;s Travels,1941,3,0.0,34240,4359,1940s,Sullivan&#39;s Travels
Murder by Invitation,1941,3,0.0,33928,6171,1940s,Murder by Invitation
Ladies In Retirement,1941,1,0.0,33802,6318,1940s,Ladies In Retirement
Suspicion,1941,3,0.0,34248,7329,1940s,Suspicion
Sun valley serenade,1941,0,0.0,34241,8625,1940s,Sun valley serenade
How Green Was My Valley,1941,3,0.0,33729,8983,1940s,How Green Was My Valley
"Reluctant Dragon, The",1941,3,0.0,34091,9025,1940s,The Reluctant Dragon
King of the Zombies,1941,3,0.0,33787,9192,1940s,King of the Zombies
"Major and the Minor, The",1942,3,0.0,35019,681,1940s,The Major and the Minor
"Now, Voyager",1942,3,0.0,35140,689,1940s,"Now, Voyager"
Casablanca,1942,1,0.0,34583,1076,1940s,Casablanca
"Magnificent Ambersons, The",1942,2,0.0,35015,1289,1940s,The Magnificent Ambersons
Bambi,1942,1,0.0,34492,1116,1940s,Bambi
Son of Fury: The Story of Benjamin Blake,1942,1,0.0,35360,1388,1940s,Son of Fury: The Story of Benjamin Blake
For Me and My Gal,1942,3,1.0,34746,1675,1940s,For Me and My Gal
I Married an Angel,1942,3,0.0,34882,1686,1940s,I Married an Angel
Cat People,1942,3,0.0,34587,2708,1940s,Cat People
Black Dragons,1942,0,0.0,34521,3518,1940s,Black Dragons
There Was a Father,1942,0,0.0,34591,3789,1940s,There Was a Father
Tales of Manhattan,1942,2,0.0,35415,3875,1940s,Tales of Manhattan
"Man Who Came to Dinner, The",1942,3,0.0,33874,4475,1940s,The Man Who Came to Dinner
Woman of the Year,1942,3,0.0,35567,4870,1940s,Woman of the Year
To Be or Not to Be,1942,0,0.0,35446,5303,1940s,To Be or Not to Be
Sherlock Holmes and the Secret Weapon,1942,1,0.0,35317,5859,1940s,Sherlock Holmes and the Secret Weapon
Saboteur,1956,1,0.0,35279,5938,1950s,Saboteur
Mrs. Miniver,1942,3,0.0,35093,6384,1940s,Mrs. Miniver
Saludos Amigos,1942,0,0.0,36326,7696,1940s,Saludos Amigos
"Corpse Vanishes, The",1942,1,1.0,34613,7697,1940s,The Corpse Vanishes
Old Acquaintance,1943,3,0.0,36230,1374,1940s,Old Acquaintance
Watch on the Rhine,1943,3,0.0,36515,1375,1940s,Watch on the Rhine
Girl Crazy,1943,1,0.0,35942,1691,1940s,Girl Crazy
I Walked with a Zombie,1943,3,0.0,36027,1955,1940s,I Walked with a Zombie
"Sky&#39;s the Limit, The",1943,1,0.0,36363,1959,1940s,The Sky&#39;s the Limit
Sahara,1943,0,0.0,36323,1987,1940s,Sahara
Guadalcanal Diary,1943,0,0.0,35957,1988,1940s,Guadalcanal Diary
Tender Comrade,1943,3,0.0,36418,2407,1940s,Tender Comrade
Day of Wrath,1943,3,0.0,36506,3753,1940s,Day of Wrath
"Life and Death of Colonel Blimp, The",1943,2,0.0,36112,3839,1940s,The Life and Death of Colonel Blimp
Le Corbeau: The Raven,1943,3,0.0,35753,3890,1940s,Le Corbeau: The Raven
Shadow of a Doubt,1943,3,0.0,36342,4617,1940s,Shadow of a Doubt
Judo Saga (Sanshiro Sugata),1943,0,0.0,36400,4699,1940s,Judo Saga (Sanshiro Sugata)
Cry &#39;Havoc&#39;,1943,3,0.0,35770,5209,1940s,Cry &#39;Havoc&#39;
Fires Were Started,1943,0,0.0,35881,5554,1940s,Fires Were Started
"Ox-Bow Incident, The",1943,1,0.0,36244,6310,1940s,The Ox-Bow Incident
So Proudly We Hail!,1943,3,0.0,36367,6315,1940s,So Proudly We Hail!
Jane Eyre,1943,3,1.0,36969,6781,1940s,Jane Eyre
"More the Merrier, The",1943,1,0.0,36172,7410,1940s,The More the Merrier
La main du diable,1943,1,0.0,35017,7475,1940s,La main du diable
Angels of Sin,1943,3,0.0,35636,7834,1940s,Angels of Sin
"Seventh Victim, The",1943,3,0.0,36341,8090,1940s,The Seventh Victim
China,1943,3,1.0,35735,8501,1940s,China
Ossessione,1943,1,0.0,35160,8801,1940s,Ossessione
Arsenic and Old Lace,1944,3,,36613,201,1940s,Arsenic and Old Lace
Double Indemnity,1944,3,0.0,36775,1416,1940s,Double Indemnity
Mr. Skeffington,1944,2,0.0,37094,1376,1940s,Mr. Skeffington
Meet Me in St. Louis,1944,3,0.0,37059,1676,1940s,Meet Me in St. Louis
Hail the Conquering Hero,1944,2,0.0,36891,1683,1940s,Hail the Conquering Hero
Torment,1944,0,0.0,36914,2045,1940s,Torment
Window in the Window,1944,1,0.0,37469,2181,1940s,Window in the Window
Laura,1944,3,0.0,37008,2715,1940s,Laura
Cover Girl,1944,3,0.0,36723,3134,1940s,Cover Girl
Since You Went Away,1944,3,0.0,37280,3154,1940s,Since You Went Away
To Have and Have Not,1944,3,0.0,37382,3245,1940s,To Have and Have Not
I&#39;ll Be Seeing You,1944,3,0.0,36940,3279,1940s,I&#39;ll Be Seeing You
National Velvet,1944,3,0.0,37120,4222,1940s,National Velvet
"Most Beautiful (Ichiban utsukushiku), The",1944,3,0.0,36947,4698,1940s,The Most Beautiful (Ichiban utsukushiku)
Lifeboat,1944,3,0.0,37017,5983,1940s,Lifeboat
"Three Caballeros, The",1944,0,0.0,38166,6319,1940s,The Three Caballeros
Minstrel Man,1944,1,0.0,37076,6420,1940s,Minstrel Man
A Canterbury Tale,1944,3,0.0,36695,6515,1940s,A Canterbury Tale
"Uninvited, The",1944,3,0.0,37415,9270,1940s,The Uninvited
Die Feuerzangenbowle,1944,1,0.0,36818,9718,1940s,Die Feuerzangenbowle
Mildred Pierce,1945,3,0.0,37913,794,1940s,Mildred Pierce
I Know Where I&#39;m Going,1945,3,0.0,37800,1213,1940s,I Know Where I&#39;m Going
"Seventh Veil, The",1945,3,0.0,38924,1280,1940s,The Seventh Veil
Brief Encounter,1945,3,0.0,37558,1544,1940s,Brief Encounter
Along Came Jones,1945,0,0.0,37508,1639,1940s,Along Came Jones
Isle of the Dead,1945,3,0.0,37820,2004,1940s,Isle of the Dead
"Enchanted Cottage, The",1945,3,0.0,37671,2434,1940s,The Enchanted Cottage
"Objective, Burma!",1945,0,0.0,37954,3271,1940s,"Objective, Burma!"
"Lost Weekend, The",1945,2,0.0,37884,3583,1940s,The Lost Weekend
Detour,1945,1,0.0,37638,3999,1940s,Detour
Spellbound,1945,3,0.0,38109,4252,1940s,Spellbound
"Rome, Open City",1945,3,0.0,38890,4428,1940s,"Rome, Open City"
Scarlet Street,1945,3,0.0,38057,5081,1940s,Scarlet Street
Children of Paradise,1945,2,0.0,37674,5129,1940s,Children of Paradise
Keep Your Powder Dry,1945,3,0.0,37843,5677,1940s,Keep Your Powder Dry
"Woman in Green, The",1945,3,1.0,38259,5856,1940s,The Woman in Green
Anchors Aweigh,1945,0,0.0,37514,6017,1940s,Anchors Aweigh
Thin Man Goes Home,1945,2,0.0,37365,6848,1940s,Thin Man Goes Home
"Red Dragon, The",1945,1,0.0,38017,6945,1940s,The Red Dragon
Dead of Night,1945,3,0.0,37635,7185,1940s,Dead of Night
Les dames du Bois de Boulogne,1945,3,0.0,37630,7835,1940s,Les dames du Bois de Boulogne
"Wicked Lady, The",1945,3,0.0,38250,9005,1940s,The Wicked Lady
Notorious,1946,2,0.0,38787,622,1940s,Notorious
"Harvey Girls, The",1946,3,0.0,38589,786,1940s,The Harvey Girls
"Big Sleep, The",1946,1,0.0,38355,971,1940s,The Big Sleep
"Postman Always Rings Twice, The",1946,1,0.0,38854,1424,1940s,The Postman Always Rings Twice
Stairway to Heaven,1946,0,0.0,38733,1231,1940s,Stairway to Heaven
Beauty and the Beast,1946,3,0.0,38348,1268,1940s,Beauty and the Beast
Deception,1946,0,0.0,38461,1377,1940s,Deception
Devotion,1946,3,0.0,38474,1381,1940s,Devotion
Two Sisters from Boston,1946,3,0.0,39054,1680,1940s,Two Sisters from Boston
It&#39;s a Wonderful Life,1946,3,1.0,38650,2235,1940s,It&#39;s a Wonderful Life
"Jolson Story, The",1946,1,0.0,38661,2654,1940s,The Jolson Story
Gilda,1946,0,0.0,38559,2809,1940s,Gilda
"Strange Woman, The",1946,3,0.0,38990,3145,1940s,The Strange Woman
My Darling Clementine,1946,1,0.0,38762,3783,1940s,My Darling Clementine
"Best Years of Our Lives, The",1946,2,0.0,36868,3982,1940s,The Best Years of Our Lives
Dressed to Kill,1946,3,0.0,38494,4002,1940s,Dressed to Kill
Duel in the sun,1946,2,0.0,38499,4900,1940s,Duel in the sun
"Chase, The",1946,1,0.0,38409,5497,1940s,The Chase
Song of the South,1946,2,0.0,38969,5646,1940s,Song of the South
Terror by Night,1946,1,0.0,39017,5872,1940s,Terror by Night
"Dark Corner, The",1946,1,0.0,38453,5961,1940s,The Dark Corner
"Stranger, The",1946,3,0.0,38991,7671,1940s,The Stranger
Make Mine Music,1946,1,0.0,38718,8052,1940s,Make Mine Music
"Years Between, The",1946,3,0.0,39112,8354,1940s,The Years Between
Great Expectations,1946,2,0.0,38574,9182,1940s,Great Expectations
Black Narcissus,1947,3,0.0,39192,1211,1940s,Black Narcissus
"Exile, The",1947,1,0.0,39360,1235,1940s,The Exile
Odd Man Out,1947,2,0.0,39677,1278,1940s,Odd Man Out
Good News,1947,2,0.0,39431,1679,1940s,Good News
"Shocking Miss Pilgrim, The",1947,3,0.0,39819,1681,1940s,The Shocking Miss Pilgrim
"Egg and I, The",1947,3,0.0,39349,2287,1940s,The Egg and I
"Paradine Case, The",1947,2,0.0,39694,2330,1940s,The Paradine Case
"Ghost and Mrs. Muir, The",1947,3,0.0,39420,3047,1940s,The Ghost and Mrs. Muir
Gunfighters,1947,2,0.0,39441,3112,1940s,Gunfighters
Crossfire,1947,2,0.0,39286,4411,1940s,Crossfire
Calendar Girl,1947,2,0.0,39236,5779,1940s,Calendar Girl
Build My Gallows High,1947,2,0.0,39689,6550,1940s,Build My Gallows High
Nada,1947,3,0.0,39650,7432,1940s,Nada
Fun &amp; Fancy Free,1947,1,0.0,39404,8053,1940s,Fun &amp; Fancy Free
Body and Soul,1947,3,0.0,39204,8619,1940s,Body and Soul
Dishonored Lady,1947,3,0.0,39324,8646,1940s,Dishonored Lady
"Unfinished Dance, The",1947,3,0.0,39938,8729,1940s,The Unfinished Dance
"Lady from Shanghai, The",1947,0,0.0,40525,8756,1940s,The Lady from Shanghai
Miracle on 34th Street,1947,3,1.0,39628,8989,1940s,Miracle on 34th Street
Gentleman&#39;s Agreement,1947,1,0.0,39416,9598,1940s,Gentleman&#39;s Agreement
Red River,1948,0,0.0,40724,1320,1940s,Red River
"Red Shoes, The",1948,3,0.0,40725,1229,1940s,The Red Shoes
Hamlet,1948,1,0.0,40416,1232,1940s,Hamlet
Bonnie Prince Charlie,1948,2,0.0,40183,1236,1940s,Bonnie Prince Charlie
Enchantment,1948,3,0.0,40321,1241,1940s,Enchantment
Anna Karenina,1948,2,0.0,40098,1262,1940s,Anna Karenina
Command Decision,1948,0,0.0,40242,1354,1940s,Command Decision
Rudolph the Red-Nosed Reindeer,1948,0,0.0,156031,1601,1940s,Rudolph the Red-Nosed Reindeer
Easter Parade,1948,3,1.0,40308,1677,1940s,Easter Parade
Rope,1948,0,0.0,40746,2040,1940s,Rope
"Snake Pit, The",1948,3,0.0,40806,2098,1940s,The Snake Pit
Casbah,1948,1,0.0,40214,2256,1940s,Casbah
"Fuller Brush Man, The",1948,1,0.0,40379,2300,1940s,The Fuller Brush Man
Mr. Blandings Builds His Dream House,1948,3,0.0,40613,2445,1940s,Mr. Blandings Builds His Dream House
"Treasure of the Sierra Madre, The",1948,0,0.0,40897,3239,1940s,The Treasure of the Sierra Madre
I Remember Mama,1948,3,0.0,40458,4390,1940s,I Remember Mama
Act of Violence,1948,2,0.0,41088,4944,1940s,Act of Violence
Call Northside 777,1948,1,0.0,40202,5115,1940s,Call Northside 777
Joan of Arc,1948,3,0.0,40491,6363,1940s,Joan of Arc
Bicycle Thieves,1948,2,0.0,40522,6517,1940s,Bicycle Thieves
Melody Time,1948,1,0.0,40580,8054,1940s,Melody Time
Macbeth,1948,1,0.0,40558,8264,1940s,Macbeth
It Happened in Europe,1948,0,0.0,39949,8559,1940s,It Happened in Europe
"Third Man, The",1949,0,0.0,41959,611,1940s,The Third Man
"Barkleys of Broadway, The",1949,3,0.0,41158,1684,1940s,The Barkleys of Broadway
On the Town,1949,3,0.0,41716,1690,1940s,On the Town
Adam&#39;s Rib,1949,3,0.0,41090,1716,1940s,Adam&#39;s Rib
Pinky,1949,3,0.0,41746,1736,1940s,Pinky
Caught,1949,3,0.0,40221,1841,1940s,Caught
"Set-Up, The",1949,0,0.0,41859,1986,1940s,The Set-Up
Little Women,1949,3,0.0,41594,2232,1940s,Little Women
Mighty Joe Young,1949,0,0.0,41650,2651,1940s,Mighty Joe Young
"Man on the Eiffel Tower, The",1949,2,0.0,41628,2849,1940s,The Man on the Eiffel Tower
Late Spring,1949,3,0.0,41154,3539,1940s,Late Spring
A Letter to Three Wives,1949,3,0.0,41587,3967,1940s,A Letter to Three Wives
Kind Hearts and Coronets,1949,1,0.0,41546,4008,1940s,Kind Hearts and Coronets
"Fountainhead, The",1949,1,0.0,41386,4554,1940s,The Fountainhead
"Heiress, The",1949,3,0.0,41452,6358,1940s,The Heiress
I Was a Male War Bride,1949,2,0.0,41498,7018,1940s,I Was a Male War Bride
"Adventures of Ichabod and Mr. Toad, The",1949,0,0.0,41094,7059,1940s,The Adventures of Ichabod and Mr. Toad
Under Capricorn,1949,3,0.0,42004,7341,1940s,Under Capricorn
All the King&#39;s Men,1949,1,0.0,41113,9597,1940s,All the King&#39;s Men
Tarzan&#39;s Magic Fountain,1949,0,0.0,41947,9702,1940s,Tarzan&#39;s Magic Fountain
Jour de Fete,1949,0,0.0,40497,9982,1940s,Jour de Fete
Flame of My Love,1949,3,0.0,42031,10135,1940s,Flame of My Love
All About Eve,1950,3,,42192,139,1950s,All About Eve
Sunset Blvd.,1950,3,0.0,43014,608,1950s,Sunset Blvd.
Cinderella,1950,3,0.0,42332,1057,1950s,Cinderella
Rashomon,1950,0,0.0,42876,1402,1950s,Rashomon
